1001,https://www.booking.com/hotel/br/manaus-hoteis-millennium.html,https://www.otrawebS01.com/
1002,https://www.booking.com/hotel/br/colonna-park.html,https://www.otraweb02.com/
1003,https://www.booking.com/hotel/br/atlac-ntico-rio.html,https://www.otraweb03.com/
1004,https://www.booking.com/hotel/uy/golden-beach-resort-spa.html,https://www.travelweb.com/
1005,https://www.booking.com/hotel/sc/garden-hill-resort-amp-spa.html,https://www.aweb.com/
1006,https://www.booking.com/hotel/sc/cb-seychelles.html,https://www.otweb.com/
1007,https://www.booking.com/hotel/bb/leroy.html,https://www.otraeb07.com/
1008,https://www.booking.com/hotel/bs/the-island-garden.html,https://www.oraweb.com/
1009,https://www.booking.com/hotel/tc/grace-bay-club.html,https://www.otra-web.com/
1010,https://www.booking.com/hotel/tc/south-bank.html,https://www.otraw10.com/
1011,https://www.booking.com/hotel/vc/the-pink-sands-club.html,https://www.oraweb11.com/
1012,https://www.booking.com/hotel/mv/niyama-private-islands-maldives.html,https://www.traweb12.com/
1013,https://www.booking.com/hotel/mv/centara-grand-lagoon-maldives.html,https://www.otraswebs13.com/
1014,https://www.booking.com/hotel/mk/villa-dvor.html,https://www.web-del-sistema.com/
